amount,bill_usage,service,tran_date,account
98.78,32,WATER,31-08-14,1-5703E
89.51,29,WATER,30-09-14,1-5703E
74.06,24,WATER,31-10-14,1-5703E
67.88,22,WATER,30-11-14,1-5703E
49.94,16,WATER,31-12-14,1-5703E
49.9,14,WATER,31-01-15,1-5703E
52.8,15,WATER,28-02-15,1-5703E
58.6,17,WATER,31-03-15,1-5703E
11.2,32,PWS,31-08-14,1-5703E
14.21,29,PWS,30-09-14,1-5703E
4.08,24,PWS,31-10-14,1-5703E
1.1,22,PWS,30-11-14,1-5703E
0.96,16,PWS,31-12-14,1-5703E
0,0,PWS,31-01-15,1-5703E
0,0,PWS,28-02-15,1-5703E
0,0,PWS,31-03-15,1-5703E
0,0,PWS,30-04-15,1-5703E
0,0,PWS,31-05-15,1-5703E
0,0,PWS,30-06-15,1-5703E
69.4,20,WATER,31-05-15,1-5703E
67.3,15,WATER,30-06-15,1-5703E
3,25,PWS,31-07-14,1-5703E
55.7,16,WATER,30-04-15,1-5703E
58.61,19,WATER,31-10-14,4-3180E
52.43,17,WATER,31-12-14,4-3180E
26.5,5,WATER,31-01-15,4-3180E
47,13,WATER,28-02-15,4-3180E
58.61,19,WATER,30-11-14,4-3180E
55.7,16,WATER,30-04-15,4-3180E
31.22,7,WATER,31-05-15,4-3180E
51.3,11,WATER,30-06-15,4-3180E
38.3,10,WATER,31-03-15,4-3180E
61.7,20,WATER,31-07-14,4-3180E
77.15,25,WATER,31-08-14,4-3180E
70.97,23,WATER,30-09-14,4-3180E
0.95,19,PWS,30-11-14,4-3180E
1.02,17,PWS,31-12-14,4-3180E
0,0,PWS,31-01-15,4-3180E
0,0,PWS,28-02-15,4-3180E
0,0,PWS,31-03-15,4-3180E
0,0,PWS,30-04-15,4-3180E
0,0,PWS,31-05-15,4-3180E
0,0,PWS,30-06-15,4-3180E
3.23,19,PWS,31-10-14,4-3180E
2.4,20,PWS,31-07-14,4-3180E
8.75,25,PWS,31-08-14,4-3180E
11.27,23,PWS,30-09-14,4-3180E
22.82,4,WATER,31-07-14,12-8818M
22.82,4,WATER,31-12-14,12-8818M
24.14,4,WATER,31-01-15,12-8818M
24.14,4,WATER,28-02-15,12-8818M
26.5,5,WATER,31-03-15,12-8818M
26.5,5,WATER,30-04-15,12-8818M
24.14,4,WATER,31-05-15,12-8818M
24.48,3,WATER,30-06-15,12-8818M
0.48,4,PWS,31-07-14,12-8818M
1.4,4,PWS,31-08-14,12-8818M
1.96,4,PWS,30-09-14,12-8818M
0.68,4,PWS,31-10-14,12-8818M
0.1,2,PWS,30-11-14,12-8818M
0.24,4,PWS,31-12-14,12-8818M
0,0,PWS,31-01-15,12-8818M
0,0,PWS,28-02-15,12-8818M
0,0,PWS,31-03-15,12-8818M
0,0,PWS,30-04-15,12-8818M
0,0,PWS,31-05-15,12-8818M
0,0,PWS,30-06-15,12-8818M
22.82,4,WATER,31-08-14,12-8818M
22.82,4,WATER,30-09-14,12-8818M
22.82,4,WATER,31-10-14,12-8818M
18.76,2,WATER,30-11-14,12-8818M
80.24,26,WATER,31-07-14,13-9433F
123.5,40,WATER,31-08-14,13-9433F
108.05,35,WATER,30-09-14,13-9433F
58.61,19,WATER,31-10-14,13-9433F
55.7,16,WATER,31-03-15,13-9433F
44.1,12,WATER,30-04-15,13-9433F
41.2,11,WATER,31-05-15,13-9433F
51.3,11,WATER,30-06-15,13-9433F
3.12,26,PWS,31-07-14,13-9433F
14,40,PWS,31-08-14,13-9433F
17.15,35,PWS,30-09-14,13-9433F
3.23,19,PWS,31-10-14,13-9433F
0.8,16,PWS,30-11-14,13-9433F
49.94,16,WATER,30-11-14,13-9433F
42.47,13,WATER,31-12-14,13-9433F
38.3,10,WATER,31-01-15,13-9433F
38.3,10,WATER,28-02-15,13-9433F
0,0,PWS,30-04-15,13-9433F
0,0,PWS,31-05-15,13-9433F
0,0,PWS,30-06-15,13-9433F
0,0,PWS,31-03-15,13-9433F
0,0,PWS,28-02-15,13-9433F
0.78,13,PWS,31-12-14,13-9433F
0,0,PWS,31-01-15,13-9433F
67.88,22,WATER,30-09-14,14-7773S
67.88,22,WATER,31-08-14,14-7773S
24.14,4,WATER,31-01-15,14-7773S
55.52,18,WATER,31-10-14,14-7773S
49.94,16,WATER,30-11-14,14-7773S
35,10,WATER,31-12-14,14-7773S
55.7,16,WATER,31-05-15,14-7773S
31.22,7,WATER,28-02-15,14-7773S
62.2,18,WATER,31-03-15,14-7773S
65.8,19,WATER,30-04-15,14-7773S
10.78,22,PWS,30-09-14,14-7773S
3.06,18,PWS,31-10-14,14-7773S
0.8,16,PWS,30-11-14,14-7773S
0.6,10,PWS,31-12-14,14-7773S
0,0,PWS,31-01-15,14-7773S
0,0,PWS,28-02-15,14-7773S
0,0,PWS,31-03-15,14-7773S
0,0,PWS,30-04-15,14-7773S
0,0,PWS,31-05-15,14-7773S
0,0,PWS,30-06-15,14-7773S
95.18,21,WATER,30-06-15,14-7773S
2.52,21,PWS,31-07-14,14-7773S
7.7,22,PWS,31-08-14,14-7773S
64.79,21,WATER,31-07-14,14-7773S
35,10,WATER,30-11-14,14-1323G
30.94,8,WATER,31-12-14,14-1323G
21.78,3,WATER,31-01-15,14-1323G
19.42,2,WATER,28-02-15,14-1323G
21.78,3,WATER,31-03-15,14-1323G
28.86,6,WATER,30-04-15,14-1323G
33.58,8,WATER,31-05-15,14-1323G
59.3,13,WATER,30-06-15,14-1323G
2.28,19,PWS,31-07-14,14-1323G
58.61,19,WATER,31-07-14,14-1323G
47.45,15,WATER,31-08-14,14-1323G
47.45,15,WATER,30-09-14,14-1323G
37.49,11,WATER,31-10-14,14-1323G
0.48,8,PWS,31-12-14,14-1323G
0,0,PWS,31-01-15,14-1323G
0,0,PWS,28-02-15,14-1323G
0,0,PWS,31-03-15,14-1323G
0,0,PWS,30-04-15,14-1323G
0,0,PWS,31-05-15,14-1323G
0,0,PWS,30-06-15,14-1323G
7.35,15,PWS,30-09-14,14-1323G
1.87,11,PWS,31-10-14,14-1323G
0.5,10,PWS,30-11-14,14-1323G
5.25,15,PWS,31-08-14,14-1323G
28.91,7,WATER,31-07-14,5-1872W
30.94,8,WATER,31-08-14,5-1872W
28.91,7,WATER,30-09-14,5-1872W
28.86,6,WATER,28-02-15,5-1872W
31.22,7,WATER,31-03-15,5-1872W
35.94,9,WATER,30-04-15,5-1872W
44.1,12,WATER,31-05-15,5-1872W
51.3,11,WATER,30-06-15,5-1872W
0.84,7,PWS,31-07-14,5-1872W
2.8,8,PWS,31-08-14,5-1872W
3.43,7,PWS,30-09-14,5-1872W
1.53,9,PWS,31-10-14,5-1872W
32.97,9,WATER,31-10-14,5-1872W
28.91,7,WATER,30-11-14,5-1872W
28.91,7,WATER,31-12-14,5-1872W
31.22,7,WATER,31-01-15,5-1872W
0,0,PWS,31-03-15,5-1872W
0,0,PWS,30-04-15,5-1872W
0,0,PWS,31-05-15,5-1872W
0,0,PWS,30-06-15,5-1872W
0,0,PWS,28-02-15,5-1872W
0.35,7,PWS,30-11-14,5-1872W
0.42,7,PWS,31-12-14,5-1872W
0,0,PWS,31-01-15,5-1872W
32.97,9,WATER,31-07-14,12-9466P
39.98,12,WATER,31-08-14,12-9466P
30.94,8,WATER,30-09-14,12-9466P
32.97,9,WATER,31-10-14,12-9466P
26.88,6,WATER,30-11-14,12-9466P
26.5,5,WATER,30-04-15,12-9466P
28.86,6,WATER,31-05-15,12-9466P
44.04,9,WATER,30-06-15,12-9466P
1.08,9,PWS,31-07-14,12-9466P
4.2,12,PWS,31-08-14,12-9466P
3.92,8,PWS,30-09-14,12-9466P
1.53,9,PWS,31-10-14,12-9466P
0.3,6,PWS,30-11-14,12-9466P
0.24,4,PWS,31-12-14,12-9466P
0,0,PWS,31-01-15,12-9466P
0,0,PWS,28-02-15,12-9466P
0,0,PWS,31-03-15,12-9466P
0,0,PWS,30-04-15,12-9466P
0,0,PWS,31-05-15,12-9466P
0,0,PWS,30-06-15,12-9466P
22.82,4,WATER,31-12-14,12-9466P
21.78,3,WATER,31-01-15,12-9466P
19.42,2,WATER,28-02-15,12-9466P
21.78,3,WATER,31-03-15,12-9466P
67.88,22,WATER,31-07-14,8-1898I
86.42,28,WATER,31-08-14,8-1898I
86.42,28,WATER,30-09-14,8-1898I
77.15,25,WATER,31-10-14,8-1898I
52.43,17,WATER,30-11-14,8-1898I
30.94,8,WATER,31-12-14,8-1898I
26.5,5,WATER,31-01-15,8-1898I
26.5,5,WATER,28-02-15,8-1898I
2.64,22,PWS,31-07-14,8-1898I
9.8,28,PWS,31-08-14,8-1898I
13.72,28,PWS,30-09-14,8-1898I
4.25,25,PWS,31-10-14,8-1898I
0.85,17,PWS,30-11-14,8-1898I
0.48,8,PWS,31-12-14,8-1898I
0,0,PWS,31-01-15,8-1898I
0,0,PWS,28-02-15,8-1898I
0,0,PWS,31-03-15,8-1898I
33.58,8,WATER,31-03-15,8-1898I
62.2,18,WATER,30-04-15,8-1898I
73,21,WATER,31-05-15,8-1898I
75.3,17,WATER,30-06-15,8-1898I
0,0,PWS,30-06-15,8-1898I
0,0,PWS,30-04-15,8-1898I
0,0,PWS,31-05-15,8-1898I
70.97,23,WATER,30-09-14,12-2211M
64.79,21,WATER,31-10-14,12-2211M
24.14,4,WATER,31-01-15,12-2211M
44.1,12,WATER,28-02-15,12-2211M
52.43,17,WATER,30-11-14,12-2211M
47.45,15,WATER,31-12-14,12-2211M
62.2,18,WATER,31-05-15,12-2211M
90.21,20,WATER,30-06-15,12-2211M
41.2,11,WATER,31-03-15,12-2211M
69.4,20,WATER,30-04-15,12-2211M
111.14,36,WATER,31-08-14,12-2211M
3.57,21,PWS,31-10-14,12-2211M
0.85,17,PWS,30-11-14,12-2211M
0.9,15,PWS,31-12-14,12-2211M
0,0,PWS,31-01-15,12-2211M
0,0,PWS,28-02-15,12-2211M
0,0,PWS,31-03-15,12-2211M
0,0,PWS,30-04-15,12-2211M
0,0,PWS,31-05-15,12-2211M
0,0,PWS,30-06-15,12-2211M
80.24,26,WATER,31-07-14,12-2211M
3.12,26,PWS,31-07-14,12-2211M
12.6,36,PWS,31-08-14,12-2211M
11.27,23,PWS,30-09-14,12-2211M
58.61,19,WATER,31-07-14,13-3752L
30.94,8,WATER,31-12-14,13-3752L
35.94,9,WATER,31-01-15,13-3752L
28.86,6,WATER,28-02-15,13-3752L
28.86,6,WATER,31-03-15,13-3752L
31.22,7,WATER,30-04-15,13-3752L
31.22,7,WATER,31-05-15,13-3752L
47.3,10,WATER,30-06-15,13-3752L
2.28,19,PWS,31-07-14,13-3752L
5.6,16,PWS,31-08-14,13-3752L
49.94,16,WATER,31-08-14,13-3752L
39.98,12,WATER,30-09-14,13-3752L
35,10,WATER,31-10-14,13-3752L
32.97,9,WATER,30-11-14,13-3752L
0,0,PWS,31-01-15,13-3752L
0,0,PWS,28-02-15,13-3752L
0,0,PWS,31-03-15,13-3752L
0,0,PWS,30-04-15,13-3752L
0,0,PWS,31-05-15,13-3752L
0,0,PWS,30-06-15,13-3752L
5.88,12,PWS,30-09-14,13-3752L
1.7,10,PWS,31-10-14,13-3752L
0.45,9,PWS,30-11-14,13-3752L
0.48,8,PWS,31-12-14,13-3752L
129.68,42,WATER,31-07-14,14-6978B
154.4,50,WATER,31-08-14,14-6978B
138.95,45,WATER,30-09-14,14-6978B
129.68,42,WATER,31-10-14,14-6978B
55.7,16,WATER,31-03-15,14-6978B
127,36,WATER,30-04-15,14-6978B
119.8,34,WATER,31-05-15,14-6978B
184.64,39,WATER,30-06-15,14-6978B
5.04,42,PWS,31-07-14,14-6978B
17.5,50,PWS,31-08-14,14-6978B
22.05,45,PWS,30-09-14,14-6978B
7.14,42,PWS,31-10-14,14-6978B
2,40,PWS,30-11-14,14-6978B
123.5,40,WATER,30-11-14,14-6978B
126.59,41,WATER,31-12-14,14-6978B
24.14,4,WATER,31-01-15,14-6978B
24.14,4,WATER,28-02-15,14-6978B
0,0,PWS,30-04-15,14-6978B
0,0,PWS,31-05-15,14-6978B
0,0,PWS,30-06-15,14-6978B
0,0,PWS,28-02-15,14-6978B
0,0,PWS,31-03-15,14-6978B
2.46,41,PWS,31-12-14,14-6978B
0,0,PWS,31-01-15,14-6978B
80.24,26,WATER,31-07-14,2-1586S
89.51,29,WATER,31-08-14,2-1586S
101.87,33,WATER,30-09-14,2-1586S
61.7,20,WATER,31-10-14,2-1586S
55.52,18,WATER,30-11-14,2-1586S
47.45,15,WATER,31-12-14,2-1586S
76.6,22,WATER,31-05-15,2-1586S
110.09,24,WATER,30-06-15,2-1586S
3.12,26,PWS,31-07-14,2-1586S
10.15,29,PWS,31-08-14,2-1586S
16.17,33,PWS,30-09-14,2-1586S
3.4,20,PWS,31-10-14,2-1586S
0.9,18,PWS,30-11-14,2-1586S
0.9,15,PWS,31-12-14,2-1586S
0,0,PWS,31-01-15,2-1586S
0,0,PWS,28-02-15,2-1586S
0,0,PWS,31-03-15,2-1586S
0,0,PWS,30-04-15,2-1586S
0,0,PWS,31-05-15,2-1586S
0,0,PWS,30-06-15,2-1586S
58.6,17,WATER,30-04-15,2-1586S
65.8,19,WATER,31-01-15,2-1586S
65.8,19,WATER,28-02-15,2-1586S
55.7,16,WATER,31-03-15,2-1586S
22.82,4,WATER,31-07-14,1-4498I
22.82,4,WATER,31-08-14,1-4498I
24.85,5,WATER,30-09-14,1-4498I
22.82,4,WATER,31-10-14,1-4498I
22.82,4,WATER,30-11-14,1-4498I
20.79,3,WATER,31-12-14,1-4498I
21.78,3,WATER,31-01-15,1-4498I
19.42,2,WATER,28-02-15,1-4498I
24.14,4,WATER,31-03-15,1-4498I
1.4,4,PWS,31-08-14,1-4498I
2.45,5,PWS,30-09-14,1-4498I
0.68,4,PWS,31-10-14,1-4498I
0.2,4,PWS,30-11-14,1-4498I
0.18,3,PWS,31-12-14,1-4498I
0,0,PWS,31-01-15,1-4498I
0,0,PWS,28-02-15,1-4498I
0,0,PWS,31-03-15,1-4498I
0,0,PWS,30-04-15,1-4498I
24.14,4,WATER,30-04-15,1-4498I
26.5,5,WATER,31-05-15,1-4498I
27.74,4,WATER,30-06-15,1-4498I
0.48,4,PWS,31-07-14,1-4498I
0,0,PWS,30-06-15,1-4498I
0,0,PWS,31-05-15,1-4498I
0,0,PWS,30-04-15,11-8571Z
0,0,PWS,31-05-15,11-8571Z
100.15,22,WATER,30-06-15,11-8571Z
31.22,7,WATER,30-04-15,11-8571Z
69.4,20,WATER,31-05-15,11-8571Z
0,0,PWS,30-06-15,11-8571Z
151.31,49,WATER,31-07-14,14-9295E
83.33,27,WATER,31-08-14,14-9295E
70.97,23,WATER,30-09-14,14-9295E
61.7,20,WATER,31-10-14,14-9295E
61.7,20,WATER,30-11-14,14-9295E
47.45,15,WATER,31-12-14,14-9295E
17.06,1,WATER,31-01-15,14-9295E
9.45,27,PWS,31-08-14,14-9295E
11.27,23,PWS,30-09-14,14-9295E
3.4,20,PWS,31-10-14,14-9295E
1,20,PWS,30-11-14,14-9295E
0.9,15,PWS,31-12-14,14-9295E
0,0,PWS,31-01-15,14-9295E
0,0,PWS,28-02-15,14-9295E
0,0,PWS,31-03-15,14-9295E
0,0,PWS,30-04-15,14-9295E
33.58,8,WATER,28-02-15,14-9295E
58.6,17,WATER,31-03-15,14-9295E
35.94,9,WATER,30-04-15,14-9295E
5.88,49,PWS,31-07-14,14-9295E
49.94,16,WATER,30-11-14,6-4213Y
32.97,9,WATER,31-12-14,6-4213Y
28.86,6,WATER,31-01-15,6-4213Y
47,13,WATER,28-02-15,6-4213Y
41.2,11,WATER,31-03-15,6-4213Y
55.7,16,WATER,30-04-15,6-4213Y
58.6,17,WATER,31-05-15,6-4213Y
55.3,12,WATER,30-06-15,6-4213Y
3.6,30,PWS,31-07-14,6-4213Y
92.6,30,WATER,31-07-14,6-4213Y
86.42,28,WATER,31-08-14,6-4213Y
74.06,24,WATER,30-09-14,6-4213Y
70.97,23,WATER,31-10-14,6-4213Y
0.54,9,PWS,31-12-14,6-4213Y
0,0,PWS,31-01-15,6-4213Y
0,0,PWS,28-02-15,6-4213Y
0,0,PWS,31-03-15,6-4213Y
0,0,PWS,30-04-15,6-4213Y
0,0,PWS,31-05-15,6-4213Y
0,0,PWS,30-06-15,6-4213Y
11.76,24,PWS,30-09-14,6-4213Y
3.91,23,PWS,31-10-14,6-4213Y
0.8,16,PWS,30-11-14,6-4213Y
9.8,28,PWS,31-08-14,6-4213Y
188.6,59,WATER,31-07-14,4-4238P
148.22,48,WATER,31-08-14,4-4238P
126.59,41,WATER,30-09-14,4-4238P
98.2,28,WATER,28-02-15,4-4238P
98.2,28,WATER,31-03-15,4-4238P
112.6,32,WATER,30-04-15,4-4238P
119.8,34,WATER,31-05-15,4-4238P
105.12,23,WATER,30-06-15,4-4238P
7.08,59,PWS,31-07-14,4-4238P
16.8,48,PWS,31-08-14,4-4238P
20.09,41,PWS,30-09-14,4-4238P
6.12,36,PWS,31-10-14,4-4238P
111.14,36,WATER,31-10-14,4-4238P
114.23,37,WATER,30-11-14,4-4238P
101.87,33,WATER,31-12-14,4-4238P
116.2,33,WATER,31-01-15,4-4238P
0,0,PWS,31-03-15,4-4238P
0,0,PWS,30-04-15,4-4238P
0,0,PWS,31-05-15,4-4238P
0,0,PWS,30-06-15,4-4238P
0,0,PWS,28-02-15,4-4238P
1.85,37,PWS,30-11-14,4-4238P
1.98,33,PWS,31-12-14,4-4238P
0,0,PWS,31-01-15,4-4238P
32.97,9,WATER,31-07-14,12-5488O
37.49,11,WATER,31-08-14,12-5488O
44.96,14,WATER,30-09-14,12-5488O
30.94,8,WATER,31-10-14,12-5488O
28.91,7,WATER,30-11-14,12-5488O
24.14,4,WATER,30-04-15,12-5488O
24.14,4,WATER,31-05-15,12-5488O
21.22,2,WATER,30-06-15,12-5488O
1.08,9,PWS,31-07-14,12-5488O
3.85,11,PWS,31-08-14,12-5488O
6.86,14,PWS,30-09-14,12-5488O
1.36,8,PWS,31-10-14,12-5488O
0.35,7,PWS,30-11-14,12-5488O
0.18,3,PWS,31-12-14,12-5488O
0,0,PWS,31-01-15,12-5488O
0,0,PWS,28-02-15,12-5488O
0,0,PWS,31-03-15,12-5488O
0,0,PWS,30-04-15,12-5488O
0,0,PWS,31-05-15,12-5488O
0,0,PWS,30-06-15,12-5488O
20.79,3,WATER,31-12-14,12-5488O
21.78,3,WATER,31-01-15,12-5488O
28.86,6,WATER,28-02-15,12-5488O
19.42,2,WATER,31-03-15,12-5488O
80.24,26,WATER,31-07-14,10-8104I
86.42,28,WATER,31-08-14,10-8104I
77.15,25,WATER,30-09-14,10-8104I
80.24,26,WATER,31-10-14,10-8104I
64.79,21,WATER,30-11-14,10-8104I
42.47,13,WATER,31-12-14,10-8104I
41.2,11,WATER,31-01-15,10-8104I
47,13,WATER,28-02-15,10-8104I
3.12,26,PWS,31-07-14,10-8104I
9.8,28,PWS,31-08-14,10-8104I
12.25,25,PWS,30-09-14,10-8104I
4.42,26,PWS,31-10-14,10-8104I
1.05,21,PWS,30-11-14,10-8104I
0.78,13,PWS,31-12-14,10-8104I
0,0,PWS,31-01-15,10-8104I
0,0,PWS,28-02-15,10-8104I
0,0,PWS,31-03-15,10-8104I
58.6,17,WATER,31-03-15,10-8104I
65.8,19,WATER,30-04-15,10-8104I
87.4,25,WATER,31-05-15,10-8104I
144.88,31,WATER,30-06-15,10-8104I
0,0,PWS,30-06-15,10-8104I
0,0,PWS,31-05-15,10-8104I
0,0,PWS,30-04-15,10-8104I
32.97,9,WATER,31-10-14,14-4348R
35,10,WATER,30-11-14,14-4348R
39.98,12,WATER,30-09-14,14-4348R
35.94,9,WATER,28-02-15,14-4348R
35.94,9,WATER,31-03-15,14-4348R
35,10,WATER,31-12-14,14-4348R
35.94,9,WATER,31-01-15,14-4348R
40.78,8,WATER,30-06-15,14-4348R
1.32,11,PWS,31-07-14,14-4348R
31.22,7,WATER,30-04-15,14-4348R
31.22,7,WATER,31-05-15,14-4348R
1.53,9,PWS,31-10-14,14-4348R
0.5,10,PWS,30-11-14,14-4348R
0.6,10,PWS,31-12-14,14-4348R
0,0,PWS,31-01-15,14-4348R
0,0,PWS,28-02-15,14-4348R
0,0,PWS,31-03-15,14-4348R
0,0,PWS,30-04-15,14-4348R
0,0,PWS,31-05-15,14-4348R
0,0,PWS,30-06-15,14-4348R
39.98,12,WATER,31-08-14,14-4348R
37.49,11,WATER,31-07-14,14-4348R
4.2,12,PWS,31-08-14,14-4348R
5.88,12,PWS,30-09-14,14-4348R
95.69,31,WATER,31-07-14,5-3138N
108.05,35,WATER,31-08-14,5-3138N
91,26,WATER,31-01-15,5-3138N
112.6,32,WATER,28-02-15,5-3138N
195.12,54,WATER,31-03-15,5-3138N
73,21,WATER,30-04-15,5-3138N
80.2,23,WATER,31-05-15,5-3138N
129.97,28,WATER,30-06-15,5-3138N
3.72,31,PWS,31-07-14,5-3138N
12.25,35,PWS,31-08-14,5-3138N
16.66,34,PWS,30-09-14,5-3138N
104.96,34,WATER,30-09-14,5-3138N
101.87,33,WATER,31-10-14,5-3138N
101.87,33,WATER,30-11-14,5-3138N
64.79,21,WATER,31-12-14,5-3138N
0,0,PWS,28-02-15,5-3138N
0,0,PWS,31-03-15,5-3138N
0,0,PWS,30-04-15,5-3138N
0,0,PWS,31-05-15,5-3138N
0,0,PWS,30-06-15,5-3138N
0,0,PWS,31-01-15,5-3138N
5.61,33,PWS,31-10-14,5-3138N
1.65,33,PWS,30-11-14,5-3138N
1.26,21,PWS,31-12-14,5-3138N
74.06,24,WATER,31-07-14,12-3763P
70.97,23,WATER,31-08-14,12-3763P
67.88,22,WATER,30-09-14,12-3763P
67.88,22,WATER,31-10-14,12-3763P
47.45,15,WATER,30-11-14,12-3763P
69.4,20,WATER,30-04-15,12-3763P
62.2,18,WATER,31-05-15,12-3763P
90.21,20,WATER,30-06-15,12-3763P
2.88,24,PWS,31-07-14,12-3763P
8.05,23,PWS,31-08-14,12-3763P
10.78,22,PWS,30-09-14,12-3763P
3.74,22,PWS,31-10-14,12-3763P
0.75,15,PWS,30-11-14,12-3763P
0.36,6,PWS,31-12-14,12-3763P
26.88,6,WATER,31-12-14,12-3763P
33.58,8,WATER,31-01-15,12-3763P
31.22,7,WATER,28-02-15,12-3763P
38.3,10,WATER,31-03-15,12-3763P
0,0,PWS,31-05-15,12-3763P
0,0,PWS,30-06-15,12-3763P
0,0,PWS,28-02-15,12-3763P
0,0,PWS,31-03-15,12-3763P
0,0,PWS,30-04-15,12-3763P
0,0,PWS,31-01-15,12-3763P
37.49,11,WATER,31-07-14,9-2827Y
55.52,18,WATER,31-08-14,9-2827Y
37.49,11,WATER,30-09-14,9-2827Y
37.49,11,WATER,31-10-14,9-2827Y
32.97,9,WATER,30-11-14,9-2827Y
30.94,8,WATER,31-12-14,9-2827Y
19.42,2,WATER,31-01-15,9-2827Y
34.26,6,WATER,30-06-15,9-2827Y
1.32,11,PWS,31-07-14,9-2827Y
6.3,18,PWS,31-08-14,9-2827Y
5.39,11,PWS,30-09-14,9-2827Y
1.87,11,PWS,31-10-14,9-2827Y
0.45,9,PWS,30-11-14,9-2827Y
0.48,8,PWS,31-12-14,9-2827Y
0,0,PWS,31-01-15,9-2827Y
0,0,PWS,28-02-15,9-2827Y
0,0,PWS,31-03-15,9-2827Y
0,0,PWS,30-04-15,9-2827Y
0,0,PWS,31-05-15,9-2827Y
0,0,PWS,30-06-15,9-2827Y
35.94,9,WATER,31-05-15,9-2827Y
19.42,2,WATER,28-02-15,9-2827Y
19.42,2,WATER,31-03-15,9-2827Y
28.86,6,WATER,30-04-15,9-2827Y
52.43,17,WATER,31-08-14,5-6574Q
32.97,9,WATER,31-12-14,5-6574Q
47.45,15,WATER,30-09-14,5-6574Q
44.96,14,WATER,31-10-14,5-6574Q
39.98,12,WATER,30-11-14,5-6574Q
33.58,8,WATER,30-04-15,5-6574Q
33.58,8,WATER,31-01-15,5-6574Q
31.22,7,WATER,28-02-15,5-6574Q
41.2,11,WATER,31-03-15,5-6574Q
49.94,16,WATER,31-07-14,5-6574Q
7.35,15,PWS,30-09-14,5-6574Q
2.38,14,PWS,31-10-14,5-6574Q
0.6,12,PWS,30-11-14,5-6574Q
0.54,9,PWS,31-12-14,5-6574Q
0,0,PWS,31-01-15,5-6574Q
0,0,PWS,28-02-15,5-6574Q
0,0,PWS,31-03-15,5-6574Q
0,0,PWS,30-04-15,5-6574Q
0,0,PWS,31-05-15,5-6574Q
38.3,10,WATER,31-05-15,5-6574Q
63.3,14,WATER,30-06-15,5-6574Q
1.92,16,PWS,31-07-14,5-6574Q
5.95,17,PWS,31-08-14,5-6574Q
0,0,PWS,30-06-15,5-6574Q
70.97,23,WATER,31-10-14,15-8309C
80.24,26,WATER,30-11-14,15-8309C
74.06,24,WATER,31-12-14,15-8309C
19.42,2,WATER,28-02-15,15-8309C
21.78,3,WATER,31-03-15,15-8309C
21.78,3,WATER,30-04-15,15-8309C
26.5,5,WATER,31-01-15,15-8309C
17.96,1,WATER,30-06-15,15-8309C
3.6,30,PWS,31-07-14,15-8309C
13.65,39,PWS,31-08-14,15-8309C
21.78,3,WATER,31-05-15,15-8309C
3.91,23,PWS,31-10-14,15-8309C
1.3,26,PWS,30-11-14,15-8309C
1.44,24,PWS,31-12-14,15-8309C
0,0,PWS,31-01-15,15-8309C
0,0,PWS,28-02-15,15-8309C
0,0,PWS,31-03-15,15-8309C
0,0,PWS,30-04-15,15-8309C
0,0,PWS,31-05-15,15-8309C
0,0,PWS,30-06-15,15-8309C
92.6,30,WATER,31-07-14,15-8309C
120.41,39,WATER,31-08-14,15-8309C
89.51,29,WATER,30-09-14,15-8309C
14.21,29,PWS,30-09-14,15-8309C
52.43,17,WATER,31-07-14,6-7878W
49.94,16,WATER,31-08-14,6-7878W
61.7,20,WATER,30-09-14,6-7878W
31.22,7,WATER,28-02-15,6-7878W
28.86,6,WATER,31-03-15,6-7878W
38.3,10,WATER,30-04-15,6-7878W
35.94,9,WATER,31-05-15,6-7878W
47.3,10,WATER,30-06-15,6-7878W
2.04,17,PWS,31-07-14,6-7878W
5.6,16,PWS,31-08-14,6-7878W
9.8,20,PWS,30-09-14,6-7878W
2.89,17,PWS,31-10-14,6-7878W
52.43,17,WATER,31-10-14,6-7878W
42.47,13,WATER,30-11-14,6-7878W
28.91,7,WATER,31-12-14,6-7878W
28.86,6,WATER,31-01-15,6-7878W
0,0,PWS,31-03-15,6-7878W
0,0,PWS,30-04-15,6-7878W
0,0,PWS,31-05-15,6-7878W
0,0,PWS,30-06-15,6-7878W
0,0,PWS,31-01-15,6-7878W
0,0,PWS,28-02-15,6-7878W
0.65,13,PWS,30-11-14,6-7878W
0.42,7,PWS,31-12-14,6-7878W
28.91,7,WATER,31-07-14,3-1644U
26.88,6,WATER,31-08-14,3-1644U
30.94,8,WATER,30-09-14,3-1644U
22.82,4,WATER,31-10-14,3-1644U
28.91,7,WATER,30-11-14,3-1644U
30.94,8,WATER,31-12-14,3-1644U
28.86,6,WATER,31-05-15,3-1644U
40.78,8,WATER,30-06-15,3-1644U
0.84,7,PWS,31-07-14,3-1644U
2.1,6,PWS,31-08-14,3-1644U
3.92,8,PWS,30-09-14,3-1644U
0.68,4,PWS,31-10-14,3-1644U
0.35,7,PWS,30-11-14,3-1644U
0.48,8,PWS,31-12-14,3-1644U
0,0,PWS,31-01-15,3-1644U
33.58,8,WATER,31-01-15,3-1644U
31.22,7,WATER,28-02-15,3-1644U
31.22,7,WATER,31-03-15,3-1644U
31.22,7,WATER,30-04-15,3-1644U
0,0,PWS,30-06-15,3-1644U
0,0,PWS,28-02-15,3-1644U
0,0,PWS,31-03-15,3-1644U
0,0,PWS,30-04-15,3-1644U
