amount,bill_usage,service,tran_date,account
51.3,1100,WATER,31-07-16,15-6973G
47.3,1000,WATER,31-08-16,15-6973G
51.3,1100,WATER,30-09-16,15-6973G
51.75,1000,WATER,31-10-16,15-6973G
34.31,600,WATER,30-11-16,15-6973G
51.75,1000,WATER,31-12-16,15-6973G
0,100,WATER,30-04-17,15-6973G
25.96,400,WATER,31-05-17,15-6973G
34.28,600,WATER,30-06-17,15-6973G
3.96,1100,PWS,31-07-16,15-6973G
3.9,1000,PWS,31-08-16,15-6973G
2.64,1100,PWS,30-09-16,15-6973G
0,0,PWS,31-10-16,15-6973G
0,0,PWS,30-11-16,15-6973G
0,0,PWS,31-12-16,15-6973G
13.99,100,WATER,31-01-17,15-6973G
13.99,100,WATER,28-02-17,15-6973G
13.99,100,WATER,31-03-17,15-6973G
13.99,0,WATER,30-04-17,15-6973G
0,0,PWS,31-05-17,15-6973G
0,0,PWS,30-06-17,15-6973G
0,0,PWS,28-02-17,15-6973G
0,0,PWS,31-03-17,15-6973G
0,0,PWS,30-04-17,15-6973G
0,0,PWS,31-01-17,15-6973G
21.22,200,WATER,31-07-16,12-6920S
24.48,300,WATER,31-08-16,12-6920S
24.48,300,WATER,30-09-16,12-6920S
21.97,300,WATER,31-10-16,12-6920S
21.97,300,WATER,30-11-16,12-6920S
17.98,200,WATER,31-12-16,12-6920S
10,0,WATER,31-01-17,12-6920S
25.96,400,WATER,30-06-17,12-6920S
0.72,200,PWS,31-07-16,12-6920S
1.17,300,PWS,31-08-16,12-6920S
0.72,300,PWS,30-09-16,12-6920S
0,0,PWS,31-10-16,12-6920S
0,0,PWS,30-11-16,12-6920S
0,0,PWS,31-12-16,12-6920S
0,0,PWS,31-01-17,12-6920S
0,0,PWS,28-02-17,12-6920S
0,0,PWS,31-03-17,12-6920S
0,0,PWS,30-04-17,12-6920S
0,0,PWS,31-05-17,12-6920S
0,0,PWS,30-06-17,12-6920S
17.98,200,WATER,31-05-17,12-6920S
13.99,100,WATER,28-02-17,12-6920S
17.98,200,WATER,31-03-17,12-6920S
21.97,300,WATER,30-04-17,12-6920S
17.96,100,WATER,31-08-16,13-7831B
25.96,400,WATER,30-11-16,13-7831B
14.7,0,WATER,30-09-16,13-7831B
21.97,300,WATER,31-10-16,13-7831B
0,0,WATER,31-10-16,13-7831B
29.95,500,WATER,31-03-17,13-7831B
43.03,800,WATER,31-12-16,13-7831B
67.54,1300,WATER,31-01-17,13-7831B
34.31,600,WATER,28-02-17,13-7831B
27.74,400,WATER,31-07-16,13-7831B
0.39,100,PWS,31-08-16,13-7831B
0,0,PWS,30-09-16,13-7831B
0,0,PWS,31-10-16,13-7831B
0,0,PWS,30-11-16,13-7831B
0,0,PWS,31-12-16,13-7831B
5.76,1300,PWS,31-01-17,13-7831B
0,0,PWS,28-02-17,13-7831B
0,0,PWS,31-03-17,13-7831B
0,0,PWS,30-04-17,13-7831B
25.96,400,WATER,30-04-17,13-7831B
25.96,400,WATER,31-05-17,13-7831B
34.28,600,WATER,30-06-17,13-7831B
1.44,400,PWS,31-07-16,13-7831B
0,0,PWS,31-05-17,13-7831B
0,0,PWS,30-06-17,13-7831B
87.74,1600,WATER,31-05-17,4-1905R
108.35,1900,WATER,30-06-17,4-1905R
0,0,PWS,31-05-17,4-1905R
0,0,PWS,30-06-17,4-1905R
0,0,PWS,31-03-17,4-1905R
0,0,PWS,30-04-17,4-1905R
10,0,WATER,31-03-17,4-1905R
51.6,1000,WATER,30-04-17,4-1905R
80.27,1800,WATER,31-07-16,4-6151H
59.3,1300,WATER,31-08-16,4-6151H
63.3,1400,WATER,30-09-16,4-6151H
88.75,1600,WATER,31-10-16,4-6151H
10,0,WATER,28-02-17,4-6151H
6.48,1800,PWS,31-07-16,4-6151H
5.07,1300,PWS,31-08-16,4-6151H
3.36,1400,PWS,30-09-16,4-6151H
0,0,PWS,31-10-16,4-6151H
0,0,PWS,30-11-16,4-6151H
0,0,PWS,31-12-16,4-6151H
3.15,1000,PWS,31-01-17,4-6151H
0,0,PWS,28-02-17,4-6151H
67.54,1300,WATER,30-11-16,4-6151H
81.68,1500,WATER,31-12-16,4-6151H
51.75,1000,WATER,31-01-17,4-6151H
21.97,300,WATER,28-02-17,4-6151H
0,0,PWS,28-02-17,4-6151H
25.96,400,WATER,31-10-16,4-9630R
17.98,200,WATER,31-12-16,4-9630R
34.31,600,WATER,31-01-17,4-9630R
25.96,400,WATER,28-02-17,4-9630R
13.99,100,WATER,30-11-16,4-9630R
29.95,500,WATER,30-04-17,4-9630R
34.28,600,WATER,31-05-17,4-9630R
29.95,500,WATER,30-06-17,4-9630R
29.95,500,WATER,31-03-17,4-9630R
27.74,400,WATER,31-07-16,4-9630R
31,500,WATER,31-08-16,4-9630R
27.74,400,WATER,30-09-16,4-9630R
0,0,PWS,30-11-16,4-9630R
0,0,PWS,31-12-16,4-9630R
0.63,600,PWS,31-01-17,4-9630R
0,0,PWS,28-02-17,4-9630R
0,0,PWS,31-03-17,4-9630R
0,0,PWS,30-04-17,4-9630R
0,0,PWS,31-05-17,4-9630R
0,0,PWS,30-06-17,4-9630R
1.95,500,PWS,31-08-16,4-9630R
0.96,400,PWS,30-09-16,4-9630R
0,0,PWS,31-10-16,4-9630R
1.44,400,PWS,31-07-16,4-9630R
27.74,400,WATER,31-07-16,3-4392M
27.74,400,WATER,31-08-16,3-4392M
31,500,WATER,30-09-16,3-4392M
13.99,100,WATER,28-02-17,3-4392M
17.98,200,WATER,31-03-17,3-4392M
17.98,200,WATER,30-04-17,3-4392M
17.98,200,WATER,31-05-17,3-4392M
13.99,100,WATER,30-06-17,3-4392M
1.44,400,PWS,31-07-16,3-4392M
1.56,400,PWS,31-08-16,3-4392M
1.2,500,PWS,30-09-16,3-4392M
0,0,PWS,31-10-16,3-4392M
38.67,700,WATER,31-10-16,3-4392M
25.96,400,WATER,30-11-16,3-4392M
25.96,400,WATER,31-12-16,3-4392M
17.98,200,WATER,31-01-17,3-4392M
0,0,PWS,31-03-17,3-4392M
0,0,PWS,30-04-17,3-4392M
0,0,PWS,31-05-17,3-4392M
0,0,PWS,30-06-17,3-4392M
0,0,PWS,28-02-17,3-4392M
0,0,PWS,30-11-16,3-4392M
0,0,PWS,31-12-16,3-4392M
0,0,PWS,31-01-17,3-4392M
55.3,1200,WATER,31-07-16,5-8098W
44.04,900,WATER,31-08-16,5-8098W
44.04,900,WATER,30-09-16,5-8098W
43.03,800,WATER,31-10-16,5-8098W
38.67,700,WATER,30-11-16,5-8098W
38.61,700,WATER,30-04-17,5-8098W
34.28,600,WATER,31-05-17,5-8098W
51.6,1000,WATER,30-06-17,5-8098W
4.32,1200,PWS,31-07-16,5-8098W
3.51,900,PWS,31-08-16,5-8098W
2.16,900,PWS,30-09-16,5-8098W
0,0,PWS,31-10-16,5-8098W
0,0,PWS,30-11-16,5-8098W
0,0,PWS,31-12-16,5-8098W
0.63,600,PWS,31-01-17,5-8098W
0,0,PWS,28-02-17,5-8098W
0,0,PWS,31-03-17,5-8098W
0,0,PWS,30-04-17,5-8098W
0,0,PWS,31-05-17,5-8098W
0,0,PWS,30-06-17,5-8098W
38.67,700,WATER,31-12-16,5-8098W
34.31,600,WATER,31-01-17,5-8098W
29.95,500,WATER,28-02-17,5-8098W
29.95,500,WATER,31-03-17,5-8098W
85.24,1900,WATER,31-07-16,2-2078C
59.3,1300,WATER,31-08-16,2-2078C
75.3,1700,WATER,30-09-16,2-2078C
95.82,1700,WATER,31-10-16,2-2078C
74.61,1400,WATER,30-11-16,2-2078C
67.54,1300,WATER,31-12-16,2-2078C
47.39,900,WATER,31-01-17,2-2078C
25.96,400,WATER,28-02-17,2-2078C
6.84,1900,PWS,31-07-16,2-2078C
5.07,1300,PWS,31-08-16,2-2078C
4.08,1700,PWS,30-09-16,2-2078C
0,0,PWS,31-10-16,2-2078C
0,0,PWS,30-11-16,2-2078C
0,0,PWS,31-12-16,2-2078C
2.52,900,PWS,31-01-17,2-2078C
0,0,PWS,28-02-17,2-2078C
0,0,PWS,31-03-17,2-2078C
34.31,600,WATER,31-03-17,2-2078C
29.95,500,WATER,30-04-17,2-2078C
60.26,1200,WATER,31-05-17,2-2078C
94.61,1700,WATER,30-06-17,2-2078C
0,0,PWS,30-06-17,2-2078C
0,0,PWS,30-04-17,2-2078C
0,0,PWS,31-05-17,2-2078C
37.52,700,WATER,30-09-16,5-1270M
34.26,600,WATER,31-08-16,5-1270M
21.97,300,WATER,31-01-17,5-1270M
38.67,700,WATER,31-10-16,5-1270M
25.96,400,WATER,30-11-16,5-1270M
21.97,300,WATER,31-12-16,5-1270M
29.95,500,WATER,31-05-17,5-1270M
21.97,300,WATER,28-02-17,5-1270M
17.98,200,WATER,31-03-17,5-1270M
21.97,300,WATER,30-04-17,5-1270M
1.68,700,PWS,30-09-16,5-1270M
0,0,PWS,31-10-16,5-1270M
0,0,PWS,30-11-16,5-1270M
0,0,PWS,31-12-16,5-1270M
0,0,PWS,31-01-17,5-1270M
0,0,PWS,28-02-17,5-1270M
0,0,PWS,31-03-17,5-1270M
0,0,PWS,30-04-17,5-1270M
0,0,PWS,31-05-17,5-1270M
0,0,PWS,30-06-17,5-1270M
34.28,600,WATER,30-06-17,5-1270M
2.16,600,PWS,31-07-16,5-1270M
2.34,600,PWS,31-08-16,5-1270M
34.26,600,WATER,31-07-16,5-1270M
13.99,100,WATER,31-05-17,8-1494K
17.98,200,WATER,30-06-17,8-1494K
0,0,PWS,31-01-17,8-1494K
0,0,PWS,28-02-17,8-1494K
0,0,PWS,31-03-17,8-1494K
0,0,PWS,30-04-17,8-1494K
0,0,PWS,31-05-17,8-1494K
0,0,PWS,30-06-17,8-1494K
25.96,400,WATER,30-04-17,8-1494K
21.97,300,WATER,31-01-17,8-1494K
21.97,300,WATER,28-02-17,8-1494K
17.98,200,WATER,31-03-17,8-1494K
31,500,WATER,30-09-16,6-6463I
1.2,500,PWS,30-09-16,6-6463I
0,0,PWS,31-10-16,6-6463I
0,0,PWS,30-11-16,6-6463I
0,0,PWS,30-12-16,6-6463I
0,0,PWS,31-12-16,6-6463I
10,0,WATER,30-12-16,6-6463I
25.96,400,WATER,31-12-16,6-6463I
29.95,500,WATER,31-10-16,6-6463I
25.96,400,WATER,30-11-16,6-6463I
14.7,0,WATER,31-08-16,9-3715I
0,0,WATER,09-09-16,9-3715I
0,0,PWS,31-08-16,9-3715I
0,0,PWS,09-09-16,9-3715I
37.52,700,WATER,31-07-16,2-4050R
31,500,WATER,31-08-16,2-4050R
2.52,700,PWS,31-07-16,2-4050R
1.8,500,PWS,31-08-16,2-4050R
37.52,700,WATER,30-09-16,15-9867Y
34.31,600,WATER,31-12-16,15-9867Y
29.95,500,WATER,31-01-17,15-9867Y
34.31,600,WATER,31-10-16,15-9867Y
25.96,400,WATER,30-11-16,15-9867Y
29.95,500,WATER,30-04-17,15-9867Y
34.28,600,WATER,31-05-17,15-9867Y
34.31,600,WATER,28-02-17,15-9867Y
34.31,600,WATER,31-03-17,15-9867Y
59.3,1300,WATER,31-07-16,15-9867Y
34.26,600,WATER,31-08-16,15-9867Y
0,0,PWS,31-10-16,15-9867Y
0,0,PWS,30-11-16,15-9867Y
0,0,PWS,31-12-16,15-9867Y
0,0,PWS,31-01-17,15-9867Y
0,0,PWS,28-02-17,15-9867Y
0,0,PWS,31-03-17,15-9867Y
0,0,PWS,30-04-17,15-9867Y
0,0,PWS,31-05-17,15-9867Y
0,0,PWS,30-06-17,15-9867Y
29.95,500,WATER,30-06-17,15-9867Y
4.68,1300,PWS,31-07-16,15-9867Y
2.34,600,PWS,31-08-16,15-9867Y
1.68,700,PWS,30-09-16,15-9867Y
21.97,300,WATER,30-11-16,2-4709E
21.97,300,WATER,31-12-16,2-4709E
21.97,300,WATER,31-01-17,2-4709E
17.98,200,WATER,28-02-17,2-4709E
21.97,300,WATER,31-03-17,2-4709E
21.97,300,WATER,30-04-17,2-4709E
21.97,300,WATER,31-05-17,2-4709E
25.96,400,WATER,30-06-17,2-4709E
1.8,500,PWS,31-07-16,2-4709E
1.56,400,PWS,31-08-16,2-4709E
0.96,400,PWS,30-09-16,2-4709E
0,0,PWS,31-10-16,2-4709E
0,0,PWS,30-11-16,2-4709E
0,0,PWS,31-12-16,2-4709E
0,0,PWS,31-01-17,2-4709E
0,0,PWS,28-02-17,2-4709E
0,0,PWS,31-03-17,2-4709E
0,0,PWS,30-04-17,2-4709E
0,0,PWS,31-05-17,2-4709E
0,0,PWS,30-06-17,2-4709E
27.74,400,WATER,31-08-16,2-4709E
27.74,400,WATER,30-09-16,2-4709E
25.96,400,WATER,31-10-16,2-4709E
31,500,WATER,31-07-16,2-4709E
59.3,1300,WATER,31-07-16,13-2936M
44.04,900,WATER,31-08-16,13-2936M
51.3,1100,WATER,30-09-16,13-2936M
56.11,1100,WATER,28-02-17,13-2936M
56.11,1100,WATER,31-03-17,13-2936M
74,1400,WATER,30-04-17,13-2936M
55.93,1100,WATER,31-05-17,13-2936M
60.26,1200,WATER,30-06-17,13-2936M
4.68,1300,PWS,31-07-16,13-2936M
3.51,900,PWS,31-08-16,13-2936M
2.64,1100,PWS,30-09-16,13-2936M
0,0,PWS,31-10-16,13-2936M
56.11,1100,WATER,31-10-16,13-2936M
51.75,1000,WATER,30-11-16,13-2936M
60.47,1200,WATER,31-12-16,13-2936M
56.11,1100,WATER,31-01-17,13-2936M
0,0,PWS,31-03-17,13-2936M
0,0,PWS,30-04-17,13-2936M
0,0,PWS,31-05-17,13-2936M
0,0,PWS,30-06-17,13-2936M
3.78,1100,PWS,31-01-17,13-2936M
0,0,PWS,28-02-17,13-2936M
0,0,PWS,30-11-16,13-2936M
0,0,PWS,31-12-16,13-2936M
24.48,300,WATER,31-07-16,7-5632G
24.48,300,WATER,31-08-16,7-5632G
24.48,300,WATER,30-09-16,7-5632G
21.97,300,WATER,31-10-16,7-5632G
17.98,200,WATER,30-11-16,7-5632G
17.98,200,WATER,31-12-16,7-5632G
0,100,WATER,30-04-17,7-5632G
13.99,100,WATER,31-05-17,7-5632G
17.98,200,WATER,30-06-17,7-5632G
1.08,300,PWS,31-07-16,7-5632G
1.17,300,PWS,31-08-16,7-5632G
0.72,300,PWS,30-09-16,7-5632G
0,0,PWS,31-10-16,7-5632G
0,0,PWS,30-11-16,7-5632G
0,0,PWS,31-12-16,7-5632G
13.99,100,WATER,31-01-17,7-5632G
13.99,100,WATER,28-02-17,7-5632G
13.99,100,WATER,31-03-17,7-5632G
13.99,0,WATER,30-04-17,7-5632G
0,0,PWS,31-05-17,7-5632G
0,0,PWS,30-06-17,7-5632G
0,0,PWS,28-02-17,7-5632G
0,0,PWS,31-03-17,7-5632G
0,0,PWS,30-04-17,7-5632G
0,0,PWS,31-01-17,7-5632G
51.3,1100,WATER,31-07-16,5-3634B
51.3,1100,WATER,31-08-16,5-3634B
51.3,1100,WATER,30-09-16,5-3634B
60.47,1200,WATER,31-10-16,5-3634B
38.67,700,WATER,30-11-16,5-3634B
38.67,700,WATER,31-12-16,5-3634B
38.67,700,WATER,31-01-17,5-3634B
55.93,1100,WATER,30-06-17,5-3634B
3.96,1100,PWS,31-07-16,5-3634B
4.29,1100,PWS,31-08-16,5-3634B
2.64,1100,PWS,30-09-16,5-3634B
0,0,PWS,31-10-16,5-3634B
0,0,PWS,30-11-16,5-3634B
0,0,PWS,31-12-16,5-3634B
1.26,700,PWS,31-01-17,5-3634B
0,0,PWS,28-02-17,5-3634B
0,0,PWS,31-03-17,5-3634B
0,0,PWS,30-04-17,5-3634B
0,0,PWS,31-05-17,5-3634B
0,0,PWS,30-06-17,5-3634B
34.31,600,WATER,31-03-17,5-3634B
42.94,800,WATER,30-04-17,5-3634B
47.27,900,WATER,31-05-17,5-3634B
38.67,700,WATER,28-02-17,5-3634B
56.11,1100,WATER,31-10-16,3-3529N
25.96,400,WATER,31-12-16,3-3529N
17.98,200,WATER,31-01-17,3-3529N
17.98,200,WATER,28-02-17,3-3529N
47.39,900,WATER,30-11-16,3-3529N
17.98,200,WATER,30-04-17,3-3529N
21.97,300,WATER,31-05-17,3-3529N
34.28,600,WATER,30-06-17,3-3529N
13.99,100,WATER,31-03-17,3-3529N
40.78,800,WATER,31-07-16,3-3529N
27.74,400,WATER,31-08-16,3-3529N
40.78,800,WATER,30-09-16,3-3529N
0,0,PWS,30-11-16,3-3529N
0,0,PWS,31-12-16,3-3529N
0,0,PWS,31-01-17,3-3529N
0,0,PWS,28-02-17,3-3529N
0,0,PWS,31-03-17,3-3529N
0,0,PWS,30-04-17,3-3529N
0,0,PWS,31-05-17,3-3529N
0,0,PWS,30-06-17,3-3529N
0,0,PWS,31-10-16,3-3529N
2.88,800,PWS,31-07-16,3-3529N
1.56,400,PWS,31-08-16,3-3529N
1.92,800,PWS,30-09-16,3-3529N
21.22,200,WATER,31-07-16,12-7022N
17.98,200,WATER,31-12-16,12-7022N
17.98,200,WATER,31-01-17,12-7022N
17.98,200,WATER,28-02-17,12-7022N
21.97,300,WATER,31-03-17,12-7022N
35.96,0,WATER,30-04-17,12-7022N
0,400,WATER,30-04-17,12-7022N
25.96,400,WATER,31-05-17,12-7022N
42.94,800,WATER,30-06-17,12-7022N
0.72,200,PWS,31-07-16,12-7022N
0.39,100,PWS,31-08-16,12-7022N
0.72,300,PWS,30-09-16,12-7022N
0,0,PWS,31-10-16,12-7022N
0,0,PWS,30-11-16,12-7022N
0,0,PWS,31-12-16,12-7022N
0,0,PWS,31-01-17,12-7022N
0,0,PWS,28-02-17,12-7022N
0,0,PWS,31-03-17,12-7022N
0,0,PWS,30-04-17,12-7022N
0,0,PWS,31-05-17,12-7022N
0,0,PWS,30-06-17,12-7022N
24.48,300,WATER,30-09-16,12-7022N
17.98,200,WATER,31-10-16,12-7022N
21.97,300,WATER,30-11-16,12-7022N
17.96,100,WATER,31-08-16,12-7022N
47.3,1000,WATER,31-07-16,9-3261K
47.3,1000,WATER,31-08-16,9-3261K
51.3,1100,WATER,30-09-16,9-3261K
34.31,600,WATER,28-02-17,9-3261K
34.31,600,WATER,31-03-17,9-3261K
47.27,900,WATER,30-04-17,9-3261K
42.94,800,WATER,31-05-17,9-3261K
55.93,1100,WATER,30-06-17,9-3261K
3.6,1000,PWS,31-07-16,9-3261K
3.9,1000,PWS,31-08-16,9-3261K
2.64,1100,PWS,30-09-16,9-3261K
0,0,PWS,31-10-16,9-3261K
60.47,1200,WATER,31-10-16,9-3261K
34.31,600,WATER,30-11-16,9-3261K
38.67,700,WATER,31-12-16,9-3261K
34.31,600,WATER,31-01-17,9-3261K
0,0,PWS,31-03-17,9-3261K
0,0,PWS,30-04-17,9-3261K
0,0,PWS,31-05-17,9-3261K
0,0,PWS,30-06-17,9-3261K
0.63,600,PWS,31-01-17,9-3261K
0,0,PWS,28-02-17,9-3261K
0,0,PWS,30-11-16,9-3261K
0,0,PWS,31-12-16,9-3261K
115.06,2500,WATER,31-07-16,10-5817Z
75.3,1700,WATER,31-08-16,10-5817Z
51.3,1100,WATER,30-09-16,10-5817Z
95.82,1700,WATER,31-10-16,10-5817Z
60.47,1200,WATER,30-11-16,10-5817Z
47.39,900,WATER,31-12-16,10-5817Z
29.95,500,WATER,31-05-17,10-5817Z
60.26,1200,WATER,30-06-17,10-5817Z
9,2500,PWS,31-07-16,10-5817Z
6.63,1700,PWS,31-08-16,10-5817Z
2.64,1100,PWS,30-09-16,10-5817Z
0,0,PWS,31-10-16,10-5817Z
0,0,PWS,30-11-16,10-5817Z
0,0,PWS,31-12-16,10-5817Z
3.15,1000,PWS,31-01-17,10-5817Z
51.75,1000,WATER,31-01-17,10-5817Z
47.39,900,WATER,28-02-17,10-5817Z
43.03,800,WATER,31-03-17,10-5817Z
42.94,800,WATER,30-04-17,10-5817Z
0,0,PWS,30-06-17,10-5817Z
0,0,PWS,28-02-17,10-5817Z
0,0,PWS,31-03-17,10-5817Z
0,0,PWS,30-04-17,10-5817Z
0,0,PWS,31-05-17,10-5817Z
85.24,1900,WATER,31-07-16,4-8322O
63.3,1400,WATER,31-08-16,4-8322O
125,2700,WATER,30-09-16,4-8322O
102.89,1800,WATER,31-10-16,4-8322O
74.61,1400,WATER,30-11-16,4-8322O
47.39,900,WATER,31-12-16,4-8322O
51.75,1000,WATER,31-01-17,4-8322O
124.1,2100,WATER,28-02-17,4-8322O
108.35,1900,WATER,30-06-17,4-8322O
6.84,1900,PWS,31-07-16,4-8322O
5.46,1400,PWS,31-08-16,4-8322O
6.48,2700,PWS,30-09-16,4-8322O
0,0,PWS,31-10-16,4-8322O
0,0,PWS,30-11-16,4-8322O
0,0,PWS,31-12-16,4-8322O
3.15,1000,PWS,31-01-17,4-8322O
0,0,PWS,28-02-17,4-8322O
0,0,PWS,31-03-17,4-8322O
0,0,PWS,30-04-17,4-8322O
0,0,PWS,31-05-17,4-8322O
0,0,PWS,30-06-17,4-8322O
0,1100,WATER,30-04-17,4-8322O
74,1400,WATER,31-05-17,4-8322O
47.39,900,WATER,31-03-17,4-8322O
65.93,0,WATER,30-04-17,4-8322O
34.26,600,WATER,30-09-16,3-8453H
29.95,500,WATER,31-12-16,3-8453H
34.31,600,WATER,31-01-17,3-8453H
29.95,500,WATER,31-10-16,3-8453H
25.96,400,WATER,30-11-16,3-8453H
44.28,0,WATER,30-04-17,3-8453H
0,600,WATER,30-04-17,3-8453H
29.95,500,WATER,28-02-17,3-8453H
25.96,400,WATER,31-03-17,3-8453H
31,500,WATER,31-07-16,3-8453H
34.26,600,WATER,31-08-16,3-8453H
1.44,600,PWS,30-09-16,3-8453H
0,0,PWS,31-10-16,3-8453H
0,0,PWS,30-11-16,3-8453H
0,0,PWS,31-12-16,3-8453H
0.63,600,PWS,31-01-17,3-8453H
0,0,PWS,28-02-17,3-8453H
0,0,PWS,31-03-17,3-8453H
0,0,PWS,30-04-17,3-8453H
0,0,PWS,31-05-17,3-8453H
21.97,300,WATER,31-05-17,3-8453H
34.28,600,WATER,30-06-17,3-8453H
1.8,500,PWS,31-07-16,3-8453H
2.34,600,PWS,31-08-16,3-8453H
0,0,PWS,30-06-17,3-8453H
77.13,0,WATER,30-04-17,9-9126S
0,1300,WATER,30-04-17,9-9126S
51.6,1000,WATER,30-06-17,9-9126S
0,0,PWS,31-01-17,9-9126S
0,0,PWS,28-02-17,9-9126S
47.27,900,WATER,31-05-17,9-9126S
0,0,PWS,30-04-17,9-9126S
0,0,PWS,31-05-17,9-9126S
0,0,PWS,30-06-17,9-9126S
0,0,PWS,31-03-17,9-9126S
10,0,WATER,31-01-17,9-9126S
29.95,500,WATER,28-02-17,9-9126S
47.39,900,WATER,31-03-17,9-9126S
17.98,200,WATER,30-11-16,7-9400R
10,0,WATER,31-12-16,7-9400R
10,0,WATER,31-01-17,7-9400R
1.8,500,PWS,31-07-16,7-9400R
1.17,300,PWS,31-08-16,7-9400R
1.2,500,PWS,30-09-16,7-9400R
0,0,PWS,31-10-16,7-9400R
0,0,PWS,30-11-16,7-9400R
0,0,PWS,31-12-16,7-9400R
31,500,WATER,31-07-16,7-9400R
24.48,300,WATER,31-08-16,7-9400R
31,500,WATER,30-09-16,7-9400R
34.31,600,WATER,31-10-16,7-9400R
0,0,PWS,31-01-17,7-9400R
51.75,1000,WATER,31-10-16,6-3212F
21.97,300,WATER,31-12-16,6-3212F
13.99,100,WATER,31-01-17,6-3212F
13.99,100,WATER,28-02-17,6-3212F
13.99,100,WATER,30-11-16,6-3212F
17.98,200,WATER,30-04-17,6-3212F
21.97,300,WATER,31-05-17,6-3212F
34.28,600,WATER,30-06-17,6-3212F
10,0,WATER,31-03-17,6-3212F
24.48,300,WATER,31-07-16,6-3212F
24.48,300,WATER,31-08-16,6-3212F
24.48,300,WATER,30-09-16,6-3212F
0,0,PWS,30-11-16,6-3212F
0,0,PWS,31-12-16,6-3212F
0,0,PWS,31-01-17,6-3212F
0,0,PWS,28-02-17,6-3212F
0,0,PWS,31-03-17,6-3212F
0,0,PWS,30-04-17,6-3212F
0,0,PWS,31-05-17,6-3212F
0,0,PWS,30-06-17,6-3212F
0.72,300,PWS,30-09-16,6-3212F
0,0,PWS,31-10-16,6-3212F
1.08,300,PWS,31-07-16,6-3212F
1.17,300,PWS,31-08-16,6-3212F
40.78,800,WATER,31-07-16,8-2076H
37.52,700,WATER,31-08-16,8-2076H
21.97,300,WATER,31-01-17,8-2076H
21.97,300,WATER,28-02-17,8-2076H
25.96,400,WATER,31-03-17,8-2076H
25.96,400,WATER,30-04-17,8-2076H
29.95,500,WATER,31-05-17,8-2076H
29.95,500,WATER,30-06-17,8-2076H
2.88,800,PWS,31-07-16,8-2076H
2.73,700,PWS,31-08-16,8-2076H
1.44,600,PWS,30-09-16,8-2076H
34.26,600,WATER,30-09-16,8-2076H
47.39,900,WATER,31-10-16,8-2076H
29.95,500,WATER,30-11-16,8-2076H
25.96,400,WATER,31-12-16,8-2076H
0,0,PWS,28-02-17,8-2076H
0,0,PWS,31-03-17,8-2076H
0,0,PWS,30-04-17,8-2076H
0,0,PWS,31-05-17,8-2076H
0,0,PWS,30-06-17,8-2076H
0,0,PWS,31-10-16,8-2076H
0,0,PWS,30-11-16,8-2076H
0,0,PWS,31-12-16,8-2076H
0,0,PWS,31-01-17,8-2076H
37.52,700,WATER,31-07-16,14-5384M
31,500,WATER,31-08-16,14-5384M
34.26,600,WATER,30-09-16,14-5384M
38.67,700,WATER,31-10-16,14-5384M
29.95,500,WATER,31-03-17,14-5384M
25.96,400,WATER,30-04-17,14-5384M
25.96,400,WATER,31-05-17,14-5384M
29.95,500,WATER,30-06-17,14-5384M
2.52,700,PWS,31-07-16,14-5384M
1.95,500,PWS,31-08-16,14-5384M
1.44,600,PWS,30-09-16,14-5384M
0,0,PWS,31-10-16,14-5384M
0,0,PWS,30-11-16,14-5384M
0,0,PWS,31-12-16,14-5384M
0.63,600,PWS,31-01-17,14-5384M
0,0,PWS,28-02-17,14-5384M
0,0,PWS,31-03-17,14-5384M
0,0,PWS,30-04-17,14-5384M
0,0,PWS,31-05-17,14-5384M
0,0,PWS,30-06-17,14-5384M
29.95,500,WATER,30-11-16,14-5384M
34.31,600,WATER,31-12-16,14-5384M
34.31,600,WATER,31-01-17,14-5384M
34.31,600,WATER,28-02-17,14-5384M
85.24,1900,WATER,31-07-16,10-9119C
75.3,1700,WATER,31-08-16,10-9119C
105.12,2300,WATER,30-09-16,10-9119C
47.39,900,WATER,31-10-16,10-9119C
60.47,1200,WATER,30-11-16,10-9119C
67.54,1300,WATER,31-12-16,10-9119C
81.68,1500,WATER,31-01-17,10-9119C
88.75,1600,WATER,28-02-17,10-9119C
6.84,1900,PWS,31-07-16,10-9119C
6.63,1700,PWS,31-08-16,10-9119C
5.52,2300,PWS,30-09-16,10-9119C
0,0,PWS,31-10-16,10-9119C
0,0,PWS,30-11-16,10-9119C
0,0,PWS,31-12-16,10-9119C
8.46,1500,PWS,31-01-17,10-9119C
0,0,PWS,28-02-17,10-9119C
0,0,PWS,31-03-17,10-9119C
56.11,1100,WATER,31-03-17,10-9119C
80.87,1500,WATER,30-04-17,10-9119C
74,1400,WATER,31-05-17,10-9119C
94.61,1700,WATER,30-06-17,10-9119C
0,0,PWS,30-06-17,10-9119C
0,0,PWS,30-04-17,10-9119C
0,0,PWS,31-05-17,10-9119C
14.7,0,WATER,30-09-16,13-1516D
14.7,0,WATER,31-08-16,13-1516D
10,0,WATER,31-01-17,13-1516D
10,0,WATER,31-10-16,13-1516D
10,0,WATER,30-11-16,13-1516D
10,0,WATER,31-12-16,13-1516D
10,0,WATER,31-05-17,13-1516D
10,0,WATER,28-02-17,13-1516D
10,0,WATER,31-03-17,13-1516D
10,0,WATER,30-04-17,13-1516D
0,0,PWS,30-09-16,13-1516D
